epoch,epoch_time,i_loss,n_loss,val_i_loss,val_kid,val_n_loss
0,132.91380429267883,0.23141926527023315,0.09334453195333481,2.282893419265747,0.5908477902412415,0.736886203289032
1,67.51445841789246,0.11892720311880112,0.054184067994356155,1.4046225547790527,0.5470672845840454,0.48951295018196106
2,67.18514943122864,0.09969653934240341,0.04543765261769295,0.7028713822364807,0.4463876187801361,0.2564280927181244
3,67.45770764350891,0.09401225298643112,0.0417705699801445,0.33012521266937256,0.2222786396741867,0.12371647357940674
4,67.47146248817444,0.0878373235464096,0.03961540758609772,0.15918636322021484,0.2047308385372162,0.06482689082622528
5,66.79521656036377,0.08282314240932465,0.03727123141288757,0.09755868464708328,0.11516351252794266,0.04079096019268036
6,66.52663326263428,0.08009461313486099,0.03599999472498894,0.07289192825555801,0.04481919854879379,0.03241477906703949
7,67.21386671066284,0.07961918413639069,0.03559499606490135,0.06478995829820633,0.026029953733086586,0.029191473498940468
8,67.01361894607544,0.07566343247890472,0.03410322964191437,0.061631470918655396,0.01907266303896904,0.027796540409326553
9,67.0452573299408,0.07297664135694504,0.03305178880691528,0.06035535782575607,0.01621791534125805,0.026822958141565323
10,66.1244044303894,0.07341091334819794,0.03271152824163437,0.05948394909501076,0.01771504245698452,0.02615527994930744
11,66.0612850189209,0.07126035541296005,0.0320984311401844,0.05670425668358803,0.01826087199151516,0.025896549224853516
12,66.83195757865906,0.0723247155547142,0.03225018084049225,0.05618717893958092,0.01839614100754261,0.02544175088405609
13,66.05655121803284,0.0702674612402916,0.03158898651599884,0.05494367703795433,0.019172033295035362,0.02529033087193966
14,65.40289497375488,0.06958740204572678,0.031054699793457985,0.05431260168552399,0.019251197576522827,0.025006595999002457
15,65.74610304832458,0.06871485710144043,0.030955862253904343,0.05502923205494881,0.018566299229860306,0.02479882538318634
16,65.98168969154358,0.069342702627182,0.030741877853870392,0.05350236967206001,0.01817091926932335,0.024666281417012215
17,66.19866967201233,0.06853576749563217,0.03044241853058338,0.0544135682284832,0.0178444255143404,0.02433672547340393
18,66.08374643325806,0.06675252318382263,0.029861945658922195,0.05360225960612297,0.018238579854369164,0.024257881566882133
19,65.88707733154297,0.06659974157810211,0.029718484729528427,0.05220025032758713,0.018958332017064095,0.02418629080057144
20,65.72123742103577,0.06667894870042801,0.029853200539946556,0.053412582725286484,0.02156183123588562,0.024064404889941216
21,65.87761855125427,0.06604210287332535,0.029505830258131027,0.05163360387086868,0.020419858396053314,0.02390723116695881
22,65.83261132240295,0.06638733297586441,0.029442861676216125,0.053011465817689896,0.020152317360043526,0.023811418563127518
23,65.82462453842163,0.06633007526397705,0.029157886281609535,0.05158142372965813,0.02038349024951458,0.023689646273851395
24,65.65762495994568,0.06515971571207047,0.029073182493448257,0.05082998052239418,0.02104882337152958,0.02371029369533062
25,65.42206358909607,0.06472915410995483,0.028947819024324417,0.05105845257639885,0.01951407454907894,0.02353348582983017
26,65.42359590530396,0.06491746753454208,0.028725069016218185,0.052014075219631195,0.020669301971793175,0.023300690576434135
27,66.00039291381836,0.06432818621397018,0.02848815731704235,0.05074257031083107,0.02008252963423729,0.02356967329978943
28,67.10319375991821,0.0632762461900711,0.028333798050880432,0.05068223178386688,0.02044813521206379,0.02326134592294693
29,65.79438018798828,0.06456336379051208,0.028536107391119003,0.05133786052465439,0.02126292698085308,0.023281794041395187
30,65.73430299758911,0.06408185511827469,0.028251586481928825,0.051629722118377686,0.020236048847436905,0.023109054192900658
31,65.77097201347351,0.06390172243118286,0.028522666543722153,0.05046327784657478,0.02098592184484005,0.023222962394356728
32,65.46070218086243,0.06315429508686066,0.028359802439808846,0.05031779780983925,0.01931464485824108,0.023193150758743286
33,65.62352204322815,0.0632578581571579,0.027899514883756638,0.05162879824638367,0.01989261619746685,0.022987226024270058
34,65.80690312385559,0.06313758343458176,0.027928844094276428,0.050355736166238785,0.01890532113611698,0.02306518889963627
35,65.56987977027893,0.06185033172369003,0.027667909860610962,0.051018208265304565,0.020932938903570175,0.022827107459306717
36,66.04069328308105,0.06230565905570984,0.027616731822490692,0.05078159645199776,0.020710045471787453,0.02282988838851452
37,65.93118834495544,0.0611584447324276,0.027551425620913506,0.05119225010275841,0.020675044506788254,0.02283397503197193
38,65.67367768287659,0.061601053923368454,0.02764417789876461,0.05073583126068115,0.019813520833849907,0.022648653015494347
39,65.93835210800171,0.06222625449299812,0.027639290317893028,0.05093185231089592,0.01706194132566452,0.022627532482147217
40,65.27713704109192,0.0621473491191864,0.02727613039314747,0.05188032239675522,0.02057425118982792,0.022522877901792526
41,65.65595173835754,0.06227659061551094,0.02744876779615879,0.050650306046009064,0.02074410580098629,0.022615045309066772
42,65.93732500076294,0.062109965831041336,0.02745615504682064,0.050390053540468216,0.01980588585138321,0.022683070972561836
43,65.96110844612122,0.06226907670497894,0.02727770432829857,0.05026211962103844,0.02031075395643711,0.022503407672047615
44,65.9698235988617,0.06102064251899719,0.027143334969878197,0.05063040927052498,0.018735261633992195,0.02252352237701416
45,65.77250099182129,0.06083040311932564,0.027144739404320717,0.04999096691608429,0.020265206694602966,0.022596485912799835
46,65.89169025421143,0.06038275733590126,0.027093393728137016,0.0487392358481884,0.019133703783154488,0.022481944411993027
47,65.8896541595459,0.06076038256287575,0.027023663744330406,0.04954095929861069,0.019717978313565254,0.02253798581659794
48,66.6520471572876,0.06114578619599342,0.02731078676879406,0.05046685412526131,0.019213799387216568,0.02240043878555298
49,65.8426194190979,0.059968966990709305,0.026747092604637146,0.04908807948231697,0.017345555126667023,0.022498534992337227
